"id";"annotator";"c_usmod";"c_mod1";"c_mod0";"c_refc";"c_topic";"c_amp";"c_act";"c_act_1a";"c_act_1a_mark";"c_act_1b";"c_act_1b_mark";"c_act_2a";"c_act_2a_mark";"c_act_2b";"c_act_3a";"c_act_3a_mark";"c_act_3b";"c_contr";"c_emo_1";"c_emo_1_mark";"c_emo_2a";"c_emo_2a_mark";"c_emo_2b";"c_emo_3";"c_ne_1_0";"c_ne_1_1";"c_ne_1_2";"c_ne_1_3";"c_ne_1_4";"c_ne_2_0";"c_ne_2_1";"c_ne_2_2";"c_ne_2_3";"c_ne_2_4";"c_ne_2_mark_0";"c_ne_2_mark_1";"c_ne_2_mark_2";"c_ne_2_mark_3";"c_ne_2_mark_4";"c_ne_3_0";"c_ne_3_1";"c_ne_3_2";"c_ne_3_3";"c_ne_3_4";"c_ne_4_0";"c_ne_4_1";"c_ne_4_2";"c_ne_4_3";"c_ne_4_4";"c_ne_4_mark_0";"c_ne_4_mark_1";"c_ne_4_mark_2";"c_ne_4_mark_3";"c_ne_4_mark_4";"c_ne_5_0";"c_ne_5_1";"c_ne_5_2";"c_ne_5_3";"c_ne_5_4";"c_ne_5_mark_0";"c_ne_5_mark_1";"c_ne_5_mark_2";"c_ne_5_mark_3";"c_ne_5_mark_4";"c_ne_6_0";"c_ne_6_1";"c_ne_6_2";"c_ne_6_3";"c_ne_6_4";"c_ne_7_0";"c_ne_7_1";"c_ne_7_2";"c_ne_7_3";"c_ne_7_4";"c_pe_1_0";"c_pe_1_1";"c_pe_1_2";"c_pe_1_3";"c_pe_2_0";"c_pe_2_1";"c_pe_2_2";"c_pe_2_3";"c_pe_2_mark_0";"c_pe_2_mark_1";"c_pe_2_mark_2";"c_pe_2_mark_3";"c_pe_3_0";"c_pe_3_1";"c_pe_3_2";"c_pe_3_3";"c_pe_4_0";"c_pe_4_1";"c_pe_4_2";"c_pe_4_3";"c_pe_4_mark_0";"c_pe_4_mark_1";"c_pe_4_mark_2";"c_pe_4_mark_3";"c_pe_5_0";"c_pe_5_1";"c_pe_5_2";"c_pe_5_3";"c_act_0";"c_act_1";"c_act_2";"c_act_3";"c_act_1a_0";"c_act_1a_1";"c_act_1a_2";"c_act_1a_3";"c_act_1a_mark_0";"c_act_1a_mark_1";"c_act_1a_mark_2";"c_act_1a_mark_3";"c_act_1b_0";"c_act_1b_1";"c_act_1b_2";"c_act_1b_3";"c_act_1b_mark_0";"c_act_1b_mark_1";"c_act_1b_mark_2";"c_act_1b_mark_3";"c_act_2a_0";"c_act_2a_1";"c_act_2a_2";"c_act_2a_3";"c_act_2a_mark_0";"c_act_2a_mark_1";"c_act_2a_mark_2";"c_act_2a_mark_3";"c_act_2b_0";"c_act_2b_1";"c_act_2b_2";"c_act_2b_3";"c_act_3a_0";"c_act_3a_1";"c_act_3a_2";"c_act_3a_3";"c_act_3a_mark_0";"c_act_3a_mark_1";"c_act_3a_mark_2";"c_act_3a_mark_3";"c_act_3b_0";"c_act_3b_1";"c_act_3b_2";"c_act_3b_3"
3272;2;1;;4;2;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;225;;;;;"la  Turquie";;;;;2;;;;;4;;;;;"se  faire  bouffer  plus  vite";;;;;111;;;;;;;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3273;2;1;;4;0;4;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"cette  invasion...bravo";;;;;2;;;;;7;;;;;"invasion...bravo";;;;;111;;;;;"les  peuples";;;;;0;;;;;0;;;;;1;;;;111;;;;"!!!  les  peuples  se  rebellent  invasion...bravo";;;;2;;;;1;;;;"se  rebellent";;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3274;2;1;;4;2;1;0;0;;;;;;;;;;;9;0;;;;;;1;;;;;223;;;;;"européens  les  dirigeants";;;;;2;;;;;1;;;;;"ce  n'est  pas  suivi  ni  soutenu  peuple  les  dirigeants  continuent  d'accueillir  des  migrants  qui  se  révolte";;;;;111;;;;;"ce  peuple  qui  se  révolte";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3275;2;1;;4;0;99;0;0;;;;;;;;;;;2;0;;;;;;1;;;;;223;;;;;"l'U.E  dirigeants  soumis  à";;;;;2;;;;;1;;;;;"l'U.E  soumis  à";;;;;111;;;;;"les  peuples";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3276;2;1;;4;2;99;0;0;;;;;;;;;;;"[2, 5]";0;;;;;;1;1;;;;223;1;;;;"L'UE";"les  flux  migratoires";;;;2;2;;;;99;7;;;;"est  ce  qu'il  pouvait  arriver  de  pire";"sont  bien  plus  actifs  que  nos  petites  révoltes";;;;3;111;;;;"l'Occident.";"petites  révoltes";;;;0;0;;;;0;0;;;;1;;;;2;;;;"je  salue  la  montée  du  populisme,";;;;2;;;;99;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3277;4;1;;4;0;1;0;2;;;2;"Sur  des  bateaux  et  direction  Ankara  !";99;;2;1;"Les  migrants";2;9;0;;;;;;2;;;;;1;;;;;"Les  migrants";;;;;2;;;;;7;;;;;"Sur  des  bateaux  et  direction  Ankara  !";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;"Sur  des  bateaux  et  direction  Ankara  !";;;;99;;;;;;;;2;;;;1;;;;"Les  migrants";;;;2;;;
3278;4;1;;4;0;1;0;2;;;1;"nous  demandons  aux  habitants  de  nous  faire  confiance";225;"nous";2;111;"aux  habitants";2;1;0;;;;;;2;;;;;225;;;;;"nous";;;;;2;;;;;2;;;;;"demandons  célèbre  du  film  Le  Livre  de  la  Jungle...  aux  habitants  de  nous  faire  confiance  une  réplique";;;;;111;;;;;"aux  habitants";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;"nous  demandons  aux  habitants  de  nous  faire  confiance";;;;225;;;;"nous";;;;2;;;;111;;;;"aux  habitants";;;;2;;;
3279;4;1;;4;0;1;0;"[1, 2]";3;"de  tous  ces  migrants  la  majorité  des  européens  en  ont  marre";1;"part  quelques  gouvernements  du  nord  très  peu  essaient  de  protéger  leurs  peuples  de  ces  envahissements";"[99, 225]";"quelques  gouvernements  du  nord  la  majorité  des  européens";"[2, 1]";"[1, 99]";"ces  migrants  leurs  peuples";"[2, 2]";"[1, 9, 99]";0;;;;;;1;1;;;;225;1;;;;"très  peu";"ces  migrants";;;;2;2;;;;1;7;;;;"très  peu  essaient  de  protéger  leurs  peuples  de";"ces  envahissements";;;;99;99;;;;;"leurs  la  peuples  majorité  des  européens";;;;0;0;;;;0;0;;;;1;;;;225;;;;"quelques  gouvernements  du  nord";;;;1;;;;1;;;;"essaient  de  protéger  leurs  peuples  de  ces  envahissements";;;;0;;;;1;2;;;3;;;;"de  tous  ces  migrants  la  majorité  des  européens  en  ont  marre";;;;1;;;;"part  quelques  gouvernements  du  nord  très  peu  essaient  de  protéger  leurs  peuples  de  ces  envahissements";;;;99;225;;;"la  majorité  des  européens";"quelques  gouvernements  du  nord";;;2;1;;;1;99;;;"ces  migrants";"leurs  peuples";;;2;2;;
3280;4;1;;0;1;1;1;0;;;;;;;;;;;"[1, 5]";1;"En  tout  cas  pas  Macron  le  pro  immigration...!!!";217;"Macron";1;0;1;;;;;217;;;;;"Macron";;;;;1;;;;;20;;;;;"le  pro  immigration...!!!";;;;;3;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3281;4;1;;0;0;99;0;0;;;;;;;;;;;99;0;;;;;;2;;;;;223;;;;;"Europe...";;;;;2;;;;;8;;;;;"nouvelle  ère  de  chaos  en  Europe...";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3282;4;1;;4;0;4;0;2;;;3;"Aucune  défaite  de  population.  militaire  n’a  occasionné  dans  l’histoire  un  tel  remplacement";225;;2;111;"population.  lesbiens(?).";2;"[1, 9, 99]";1;"Pauvre  lesbiens(?).";111;"lesbiens(?).";2;0;2;2;;;;1;225;;;;;;;;;2;2;;;;7;1;;;;;"Aucune  défaite  de  population.  militaire  n’a  occasionné  dans  l’histoire  un  tel  remplacement";;;;111;111;;;;;"lesbiens(?).";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;"Aucune  défaite  de  population.  militaire  n’a  occasionné  dans  l’histoire  un  tel  remplacement";;;;225;;;;;;;;2;;;;111;;;;"population.  lesbiens(?).";;;;2;;;
3283;4;1;;4;0;1;0;"[2, 1, 2]";2;"son  vieux  pays  a  besoin  d'une  nouvelle  main  d'oeuvre  jeune  et  dynamique!  Merkel  estime  que";"[2, 2]";"il  faut  les  avec  impossibilié  de  venir  ensuite'  s'installer  en  envoyer  France!  en  Allemagne";"[223, 225, 223]";"il  Merkel";"[2, 1, 2]";"[1, 224, 1]";"son  vieux  pays  les";"[2, 1, 2]";"[1, 9, 99]";0;;;;;;2;2;;;;224;2;;;;"son  vieux  pays";"on";;;;1;2;;;;20;1;;;;;"il  faut  son  vieux  pays  a  besoin  d'une  nouvelle  main  d'oeuvre  jeune  les  et  dynamique!  envoyer  ça  existe,  si  on  veut  l'appliquer!  en  Allemagne  puisque  Merkel  estime  que";;;;0;224;;;;;"Allemagne";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;2;;;;"son  vieux  pays  a  besoin  d'une  nouvelle  main  d'oeuvre  jeune  et  dynamique!  Merkel  estime  que";;;;2;2;;;;"il  faut  les  avec  impossibilié  de  venir  ensuite'  s'installer  en  envoyer  France!  en  Allemagne";;;223;225;223;;;"Merkel";"il";;2;1;2;;1;224;1;;;"son  vieux  pays";"les";;2;1;2;
3284;4;1;;4;0;2;1;1;3;"de  l'ordre  pour  empêcher  l'invasion,  il  les  utilise  contre  les  grecs.  Au  lieu  d'utiliser  les  forces";;;225;"il";2;111;"les  grecs.";2;"[1, 99]";1;"Honte  au  gouvernement  Trahison  !!!!  collaborationniste  grec.";225;"gouvernement  collaborationniste  grec.";2;0;1;2;;;;225;1;;;;"gouvernement  grec.";"l'invasion,";;;;2;2;;;;2;7;;;;"de  l'ordre  pour  empêcher  il  les  utilise  contre  les  grecs.  Trahison  collaborationniste  Au  lieu  d'utiliser  les  forces";"l'invasion,";;;;111;111;;;;;"les  grecs.";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;"de  l'ordre  pour  empêcher  l'invasion,  il  les  utilise  contre  les  grecs.  Au  lieu  d'utiliser  les  forces";;;;;;;;;;;;225;;;;"il";;;;2;;;;111;;;;"les  grecs.";;;;2;;;
3285;4;1;;4;0;2;0;"[1, 1, 1]";"[3, 3, 3]";"services  publics  ne  peuvent  plus  répondre  à  toutes  les  demandes,  Les  grecs  des  iles  ont  peur  que  parmis  ces  personnes  migrantes  se  trouvent  des  infiltrés  des  services  secrets  turcs  les  avions  de  chasse  turcs  survolent  régulièrement  illégalement  ces  iles  qu'ils  convoitent  Les";;;"[111, 10, 223]";"services  publics  Les  grecs  des  iles  les  avions  de  chasse  turcs  Les";"[2, 2, 2]";"[1, 224, 1]";"les  demandes,  ces  personnes  migrantes  ces  iles";"[2, 2, 2]";"[1, 9, 99]";0;;;;;;2;1;1;;;99;1;10;;;"la  Bundes-Troika  est  unter  alles.";"ces  personnes  migrantes";"les  avions  de  chasse  turcs";;;99;2;2;;;1;2;4;;;"La  gestion  de  cette  crise  par  se  rajouterait  30  000  migrants.";"se  trouvent  des  infiltrés  des  services  secrets  turcs  ou  autres";"survolent  régulièrement  illégalement  ces  iles  qu'ils  convoitent";;;111;111;224;;;;"""Les  habitants";"des  Iles  Grecques  ces  iles";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;3;3;3;;;;"services  publics  ne  peuvent  plus  répondre  à  toutes  les  demandes,  Les  grecs  des  iles  ont  peur  que  parmis  ces  personnes  migrantes  se  trouvent  des  infiltrés  des  services  secrets  turcs  les  avions  de  chasse  turcs  survolent  régulièrement  illégalement  ces  iles  qu'ils  convoitent  Les";;;;;;;;;;111;10;223;;"Les  grecs  des  iles";"les  avions  de  chasse  turcs";"services  publics  Les";;2;2;2;;1;224;1;;;"ces  iles";"les  demandes,  ces  personnes  migrantes";;2;2;2;
3286;4;1;;4;0;8;0;2;;;1;"Avec  vous  de  tout  coeur";13;;1;111;"vous";2;0;2;"Bravo  Avec  vous  de  tout  coeur  !";111;"les  grecs!";2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;111;;;;"les  grecs!";;;;2;;;;1;;;;"Avec  vous  de  tout  coeur";;;;0;;;;2;;;;;;;;;;;;1;;;;"Avec  vous  de  tout  coeur";;;;13;;;;;;;;1;;;;111;;;;"vous";;;;2;;;
3287;4;1;;0;2;99;0;0;;;;;;;;;;;0;0;;;;;;2;2;;;;13;111;;;;;"quels  grecs?";;;;1;2;;;;30;99;;;;;"Bravo  à  quels  grecs?  Pour  faire  quoi?";;;;0;0;;;;;;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3288;4;1;;4;0;2;1;"[1, 1]";"[4, 1]";"des  polices  s'en  prennent  à  leurs  citoyens  ..M.  Sorros  doit  se  frotter  les  mains  et  vérifier  que  tous  les  systèmes  d'alarme  et  de  surveillance  de  SA  villa  de  milliardaire,  soient  pleinement  opérationnels.Car";;;"[8, 5]";"des  polices  ..M.  Sorros";"[2, 1]";"[5, 5]";"leurs  citoyens  ..M.  Sorros";"[2, 1]";"[1, 2, 9]";0;;;;;;1;1;;;;12;5;;;;"lobbies  de  l'internationale  migratoire  des";"..M.  Sorros";;;;2;1;;;;2;2;;;;;"qui  obtiennent  que  des  polices  ou  'justices'  nationales  s'en  prennent  à  leurs  citoyens  et  laissent  faire  les  gens  qui  arrivent  sans  visa,  sans  papiers  doit  se  frotter  les  mains  la  libre  circulation  c'est  partout,  SAUF  chez  lui  bien  entendu.";;;;5;0;;;;"leurs  citoyens";;;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;4;1;;;"des  polices  s'en  prennent  à  leurs  citoyens";"..M.  Sorros  doit  se  frotter  les  mains  et  vérifier  que  tous  les  systèmes  d'alarme  et  de  surveillance  de  SA  villa  de  milliardaire,  soient  pleinement  opérationnels.Car";;;;;;;;;;;8;5;;;"des  polices";"..M.  Sorros";;;2;1;;;5;5;;;;"leurs  citoyens  ..M.  Sorros";;;2;1;;
3289;4;1;;4;0;4;0;"[1, 1]";"[3, 3]";"ne  désirent  absolument  pas  se  laisser  envahir  par  des  gens  qui  n'ont  aucune  similitude  de  moeurs,  il  existe  des  mouvements  de  plus  en  plus  nombreux  qui  s'opposent  les  à  ces  arrivées  intempestives  depuis  l'Afrique  et  le  Moyen  Orient.  populations  autochtones  qui";;;"[111, 5]";"des  mouvements  les  populations  autochtones";"[2, 2]";"[1, 1]";"des  gens  ces  arrivées  intempestives";"[2, 2]";"[1, 9, 99]";0;;;;;;1;2;2;;;2;1;1;;;"Les  politiques";;"des  gens";;;2;2;2;;;3;6;5;;;"n'ont  aucun  respect  pour  les  populations  autochtones";"qui  n'ont  aucune  similitude  de  moeurs,  de  traditions  et  coutumes  qu'eux,";"et  qui  plus  est  seront  à  leur  charge.";;;5;5;5;;;;;"qu'eux,  les  populations  autochtones";;;0;0;0;;;0;0;0;;;2;;;;111;;;;"les  populations  autochtones";;;;2;;;;1;;;;"C'est  une  réaction  logique";;;;0;;;;1;1;;;3;3;;;;"ne  désirent  absolument  pas  se  laisser  envahir  par  des  gens  qui  n'ont  aucune  similitude  de  moeurs,  il  existe  des  mouvements  de  plus  en  plus  nombreux  qui  s'opposent  les  à  ces  arrivées  intempestives  depuis  l'Afrique  et  le  Moyen  Orient.  populations  autochtones  qui";;;;;;;;;;;111;5;;;"les  populations  autochtones";"des  mouvements";;;2;2;;;1;1;;;;"des  gens  ces  arrivées  intempestives";;;2;2;;
3290;4;1;;4;0;1;0;"[1, 1]";"[2, 1]";"(J’ai  lu  un  article  sur  un  autre  média,  le  gouvernement  grec  veut  construire  sur  une  île  prisée  par  les  touristes...";;;"[225, 13]";"(J’ai  le  gouvernement  grec";"[2, 1]";"[99, 4]";"Lesbos,  un  autre  média,  une  île";"[1, 1]";"[1, 9, 10, 99]";0;;;;;;1;1;1;;;4;225;1;;;"l’article.";"le  gouvernement  grec";"45000  personnes";;;1;2;2;;;3;3;1;;;;"45  000  migrants  ont  débarqué,  non  pas  38  000  comme  le  dit  l’article.  veut  construire  sur  une  île  prisée  par  les  touristes...  Qui  paie  l’entretien  et  la  nourriture  ?";"que  font  ces  45000  personnes  de  leurs  journées  ?";;;0;111;111;;;;;"à  Lesbos,  13  000  habitants  Qui";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;2;1;;;"le  gouvernement  grec  veut  construire  sur  une  île  prisée  par  les  touristes...";"(J’ai  lu  un  article  sur  un  autre  média,";;;;;;;;;;;225;13;;;"le  gouvernement  grec";"(J’ai";;;2;1;;;99;4;;;"Lesbos,  une  île";"un  autre  média,";;;1;1;;
3291;4;1;;4;1;7;0;1;3;"les  migrants  rapportent  plus  que  les  touristes...";;;1;"les  migrants";2;99;"les  touristes...";2;99;0;;;;;;2;;;;;1;;;;;"les  migrants";;;;;2;;;;;5;;;;;"rapportent  plus  que  les  touristes...";;;;;99;;;;;"les  touristes...";;;;;1;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;"les  migrants  rapportent  plus  que  les  touristes...";;;;;;;;;;;;1;;;;"les  migrants";;;;2;;;;99;;;;"les  touristes...";;;;2;;;
3292;4;1;;0;0;4;0;2;;;3;"ils  iront  tous  en  France";1;"ils";2;224;"France";2;5;0;;;;;;2;;;;;1;;;;;"ils";;;;;2;;;;;7;;;;;"ou  tard  ils  iront  tous  en  France  ,  tôt";;;;;224;;;;;"France";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;"ils  iront  tous  en  France";;;;1;;;;"ils";;;;2;;;;224;;;;"France";;;;2;;;
3293;4;1;;0;1;9;0;2;;;2;"nos  campagnes  manquent  cruellement  de  médecins...";223;;2;99;"nos  campagnes";2;"[5, 11]";0;;;;;;1;2;;;;99;1;;;;"nos  campagnes";"chose,";;;;2;2;;;;20;20;;;;;"Une  bonne  chose,  nos  campagnes  manquent  cruellement  de  médecins...";;;;3;3;;;;;"nos";;;;0;1;;;;0;0;;;;2;;;;1;;;;"chose,";;;;2;;;;6;;;;"Une  bonne  chose,  nos  campagnes  manquent  cruellement  de  médecins...";;;;1;;;;2;;;;;;;;;;;;2;;;;"nos  campagnes  manquent  cruellement  de  médecins...";;;;223;;;;;;;;2;;;;99;;;;"nos  campagnes";;;;2;;;
3294;4;1;;4;0;4;0;"[1, 1, 1]";"[3, 4, 3]";"gouvernement  ne  veulent  pas  voir.  J'ai  vu  ces  vingtaines  de  migrants  repoussant  les  habitants  avec  parfois  meme  des  actions  sur  les  contenus  des  eglises.  les  responsables  de";;;"[13, 1, 225]";"gouvernement  J'ai  ces  vingtaines  de  migrants  les  responsables  de";"[1, 2, 2]";"[99, 111, 111]";"Leros  les  habitants";"[1, 2, 2]";"[1, 9, 99]";0;;;;;;1;1;1;;;225;1;1;;;"gouvernement  les  responsables  de";;"ces  vingtaines  de  migrants";;;2;2;2;;;3;7;4;;;"ne  veulent  pas  voir.";"ces  vingtaines  de  migrants  arriver  tous  les  jours  a  Leros  puis  innonder  la  ville,  cela  peut  faire  7000  personnes  de  plus";"repoussant  les  habitants  avec  parfois  meme  des  actions  sur  les  contenus  des  eglises.  s'opposant  aux  habitants";;;111;111;111;;;;;"les  habitants";;;0;0;0;;;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;3;4;3;;;"ces  vingtaines  de  migrants  repoussant  les  habitants  avec  parfois  meme  des  actions  sur  les  contenus  des  eglises.";"gouvernement  ne  veulent  pas  voir.  J'ai  vu  les  responsables  de";;;;;;;;;;13;1;225;;"J'ai";"ces  vingtaines  de  migrants";"gouvernement  les  responsables  de";;1;2;2;;99;111;111;;"Leros";;"les  habitants";;1;2;2;
3295;4;1;;4;0;1;1;"[2, 2]";;;"[3, 4]";"Il  est  peine  réceptionné,  séché,  interrogé,  tatoué,  enregistré,  le  migrant  CLANDESTIN  (donc  plus  illégal)  devrait  être  embarqué  pour  une  expulsion  hors  UE,  urgent  de  construire  des  piste  d'aviation....  A";"[223, 223]";"Il  devrait  UE,";"[2, 2]";"[1, 1]";"le  migrant";"[2, 2]";"[9, 99]";1;"peine  réceptionné,  séché,  interrogé,  tatoué,  enregistré,  le  migrant  CLANDESTIN  Les  garder  plus  d'une  semaine,  c'est  s'exposer  à  les  garder  à  vie.  L'appel  d'air  est  sans  fin...  A";1;"le  migrant";2;0;1;;;;;1;;;;;"le  migrant";;;;;2;;;;;4;;;;;"CLANDESTIN  (donc  illégal)";;;;;0;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;3;4;;;"Il  est  plus  urgent  de  construire  des  piste  d'aviation....";"peine  réceptionné,  séché,  interrogé,  tatoué,  enregistré,  le  migrant  CLANDESTIN  (donc  illégal)  devrait  être  embarqué  pour  une  expulsion  hors  UE,  A";;;223;223;;;;"Il  devrait  UE,";;;2;2;;;1;1;;;;"le  migrant";;;2;2;;
3296;4;1;;4;0;2;0;"[1, 2]";3;"les  migrants  déstabiliseront  l'Europe.";3;"Ce  genre  d'affrontement  se  multipliera";"[1, 111]";"d'affrontement  les  migrants";"[2, 2]";"[223, 1]";"les  migrants  l'Europe.";"[2, 2]";9;0;;;;;;1;;;;;1;;;;;"les  migrants";;;;;2;;;;;4;;;;;"déstabiliseront  l'Europe.";;;;;223;;;;;"l'Europe.";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;3;;;;"les  migrants  déstabiliseront  l'Europe.";;;;3;;;;"Ce  genre  d'affrontement  se  multipliera";;;;1;111;;;"les  migrants";"d'affrontement";;;2;2;;;223;1;;;"l'Europe.";"les  migrants";;;2;2;;
3297;2;1;;4;0;2;1;0;;;;;;;;;;;5;0;;;;;;1;1;;;;99;1;;;;"principe  de  précaution  on";"gens-là";;;;2;2;;;;1;4;;;;"on  ne  leur  fait  rien  ?";"terroristes  potentiels  d'anciens  assassins";;;;3;3;;;;;"vous  on";;;;0;0;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3298;2;1;;4;1;2;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;223;;;;;"l’Europe.";;;;;2;;;;;1;;;;;"on  va  libéré  du  djihadiste  à  gogo,";;;;;99;;;;;"on";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3299;2;1;;4;0;4;1;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"cela";;;;;2;;;;;7;;;;;"invasion  bien  organisée";;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3300;2;1;;4;1;4;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"C'est";;;;;2;;;;;7;;;;;"une  invasion  parfaitement  organisée.";;;;;99;;;;;;;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3301;2;1;;0;2;99;0;0;;;;;;;;;;;0;0;;;;;;2;;;;;12;;;;;"la  théorie  du  complot...";;;;;2;;;;;2;;;;;"théorie  du  complot...";;;;;13;;;;;"Encore  la  théorie  du  complot...";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3302;2;1;;4;0;99;0;0;;;;;;;;;;;2;0;;;;;;1;;;;;223;;;;;"!L'UE";;;;;2;;;;;2;;;;;"les  germes  de  la  guerre  dans  toute  l'Europe.Comment  !L'UE  est  en  train  de  semer";;;;;1;;;;;"je  n'aimerai  pas  être  un  réfugié.";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3303;2;1;;4;0;99;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;111;;;;;"les  habitants  de  ces  îles";;;;;2;;;;;99;;;;;"habitués  aux  touristes  Alors  un  peu  plus  ou  un  peu  moins...  sont";;;;;1;;;;;"un  peu  plus  ou  un  peu  moins...";;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3304;2;1;;4;2;7;0;0;;;;;;;;;;;0;0;;;;;;1;;;;;1;;;;;"Ces  touristes  la";;;;;2;;;;;5;;;;;"coûte  un  pognon  de  dingue.  n’apportent  rien  pour  les  îles  grecs";;;;;111;;;;;"îles  grecs";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3305;2;1;;4;2;99;0;0;;;;;;;;;;;5;0;;;;;;1;;;;;1;;;;;"ces  personnes,";;;;;2;;;;;4;;;;;"Un  touriste,  pas  comme  ces  personnes,  ne  se  comporte";;;;;111;;;;;"Lesbos,";;;;;0;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3306;2;1;;4;2;99;1;0;;;;;;;;;;;0;0;;;;;;2;;;;;1;;;;;"touristes......";;;;;2;;;;;99;;;;;"Il  y  a  touristes  et  touristes......";;;;;111;;;;;;;;;;99;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
